temperatura_promedio,humedad_relativa,presion_atmosferica,velocidad_viento,direccion_viento,precipitacion,radiacion_solar,nubosidad,indice_confort,estacion,fecha_medicion
26.918473531695348,33.51197272033827,1035.0338641864514,23.29696061284673,346.00319242171224,19.047272996967695,849.5619380102963,59.99147448902578,41.5,Estación C,2023-02-02
5.697006805743193,33.65347985262482,1027.7305634422687,49.16567625880726,250.96225580635726,17.154959791558664,502.48323657386305,63.38260039027419,40.0,Estación E,2023-07-26
10.184537614273225,36.01569360527825,972.5448839258278,18.91059961444847,41.398172675933495,4.880901244384422,523.1235219281156,67.55032088606399,40.0,Estación E,2023-12-23
21.382520758527694,88.51926607437503,993.9320103102873,2.9463239710159184,170.7058274336638,6.284486291162111,334.15816368734306,90.09190410904134,39.0,Estación B,2023-12-07
31.276188363968195,58.34846148028053,977.6918182489485,,141.60588473957208,11.992119563077656,229.0287611416628,71.79398668041934,41.5,Estación C,2023-12-31
3.3960274636801913,45.55511850281687,1039.6644857673698,14.96377287442482,331.90603283093196,14.851333978143305,589.3355149138023,54.09044527624196,41.5,Estación C,2023-04-06
27.2216810587337,93.8129128734128,981.028093758141,48.404047571009365,68.47515432299821,11.915372304530031,278.6219833254984,88.39086714580087,40.0,Estación E,2023-01-12
0.19403899948193803,,1014.9474455340892,25.537474846043263,245.07721798380993,6.937398058532205,683.8775786393923,60.79609594591947,39.5,Estación D,2023-05-01
16.3435843424584,84.86700583898474,1003.6749787339071,1.4375940347500393,338.15339618289397,2.357364278834014,754.2499285571638,30.594457036942124,42.0,Estación A,2023-04-25
-2.7957842093174046,81.96371502517044,1027.8554554072794,42.630816030279654,131.110930184093,4.403252828420709,350.7770777133503,76.56078620475894,39.5,Estación D,2023-04-23
2.101837116385048,58.79260900869433,950.4071433991357,17.310635811918175,119.75497158090485,0.410607950066305,588.8896878386237,82.34620039790764,40.0,Estación E,2023-09-09
24.572051046915654,83.4125246555354,961.0060923517192,27.977873212278816,71.6908957717957,0.16440900744858739,881.0949584923667,40.49082624263676,39.5,Estación D,2023-07-11
16.86669799024887,99.6660697102555,1037.2141562874037,9.421229141571247,174.27163971511823,0.4799621810850449,21.289719061598376,54.674421121552705,40.0,,2023-12-21
19.43645391342303,77.10596488560046,,23.9956471032951,120.98407074301795,1.3002065824831177,531.5981652510707,75.5769642668931,42.0,Estación A,2023-09-17
28.146741867827643,31.101563304669888,976.483761187829,4.304929969116278,123.89341505734843,1.3300535759225092,267.19784185644124,37.5188547945604,,Estación D,2023-08-05
34.80271817476785,77.16712893256653,1018.5317720667491,15.534466785406364,15.530153238305946,8.692643601785907,236.66304543050555,2.8670159512552584,40.0,Estación E,2023-02-19
20.235823183484612,58.46117811012304,974.269687823925,43.73274519245708,268.13211876443074,9.117755441267288,267.8154293821041,44.71916674531657,41.5,Estación C,2023-03-07
25.10227046967161,74.28408384414075,950.381432041625,32.8365951681484,136.9905387314312,4.006102538749784,625.1432269101506,,42.0,Estación A,2023-05-27
20.929924347388237,36.912889453841636,968.6357922544865,21.010615231613155,310.28278070662327,10.829678287816943,15.463952914442359,15.355049179193681,39.0,Estación B,2023-10-20
11.314798470948695,90.96257435653101,1033.0717885000588,,205.88356607532592,6.937875775867729,885.5127018572957,45.67139959894655,39.0,Estación B,2023-03-26
14.915501002668627,91.92309959111836,982.0932632702493,13.96946041584209,108.17839811368496,1.4886483255730778,783.3921600609136,19.16940830993087,40.0,Estación E,2023-07-15
23.125571070327936,80.02608822543242,1000.1402874257717,18.4722344848391,138.83503131155916,14.926254134053664,,62.61527120763157,42.0,Estación A,2023-10-05
26.948291964496704,79.38886018859935,996.8068874397355,29.50255555734812,131.8341893857473,13.036549494494018,423.07385561523216,70.68790900309779,42.0,Estación A,2023-10-04
6.767900088448506,91.89519467731594,993.715170655717,17.327396205161527,42.323173655137396,3.8677407013966225,319.38656099481864,5.474225734884508,40.0,,2023-10-23
29.819305412081228,65.92875555718224,962.3514807216137,30.354933855529236,35.3991991273216,3.5034579322406803,37.20439620462035,26.944116091939197,41.5,Estación C,2023-09-12
22.69601370620444,69.67134316151648,,14.892464090747836,289.39257257341734,8.103293540436892,,25.165772261768815,39.0,Estación B,2023-02-15
32.09254083617981,96.48263549482363,1044.2048892729524,42.9714926769656,251.40576289035772,0.07792043764082755,877.2295004767249,45.50618182940469,42.0,Estación A,2023-04-27
